,DATE,RANKING,AFNTY_BRAND,QUOTE_COUNT
510,2022-03-14,13,OCEA,22
511,2022-03-14,12,OCEA,47
512,2022-03-14,11,OCEA,104
513,2022-03-14,11,GOLD,1
514,2022-03-14,10,OCEA,135
515,2022-03-14,10,GOLD,5
516,2022-03-14,9,OCEA,259
517,2022-03-14,9,GOLD,14
518,2022-03-14,8,OCEA,322
519,2022-03-14,8,GOLD,33
520,2022-03-14,7,OCEA,406
521,2022-03-14,7,GOLD,78
522,2022-03-14,6,OCEA,613
523,2022-03-14,6,GOLD,161
524,2022-03-14,5,GOLD,275
525,2022-03-14,5,OCEA,697
526,2022-03-14,4,GOLD,493
527,2022-03-14,4,OCEA,541
528,2022-03-14,3,GOLD,688
529,2022-03-14,3,OCEA,254
530,2022-03-14,2,GOLD,875
531,2022-03-14,2,OCEA,241
532,2022-03-14,1,GOLD,1280
533,2022-03-14,1,OCEA,138
534,2022-03-15,15,OCEA,1
535,2022-03-15,14,OCEA,2
536,2022-03-15,13,OCEA,23
537,2022-03-15,12,OCEA,51
538,2022-03-15,11,OCEA,96
539,2022-03-15,10,GOLD,6
540,2022-03-15,10,OCEA,176
541,2022-03-15,9,OCEA,281
542,2022-03-15,9,GOLD,20
543,2022-03-15,8,OCEA,340
544,2022-03-15,8,GOLD,42
545,2022-03-15,7,OCEA,501
546,2022-03-15,7,GOLD,72
547,2022-03-15,6,OCEA,641
548,2022-03-15,6,GOLD,199
549,2022-03-15,5,GOLD,311
550,2022-03-15,5,OCEA,753
551,2022-03-15,4,GOLD,540
552,2022-03-15,4,OCEA,554
553,2022-03-15,3,OCEA,265
554,2022-03-15,3,GOLD,769
555,2022-03-15,2,OCEA,261
556,2022-03-15,2,GOLD,910
557,2022-03-15,1,GOLD,1308
558,2022-03-15,1,OCEA,116
559,2022-03-16,16,OCEA,1
560,2022-03-16,14,OCEA,8
561,2022-03-16,13,OCEA,23
562,2022-03-16,12,OCEA,51
563,2022-03-16,11,OCEA,112
564,2022-03-16,10,OCEA,165
565,2022-03-16,10,GOLD,7
566,2022-03-16,9,OCEA,281
567,2022-03-16,9,GOLD,18
568,2022-03-16,8,OCEA,364
569,2022-03-16,8,GOLD,50
570,2022-03-16,7,GOLD,79
571,2022-03-16,7,OCEA,457
572,2022-03-16,6,GOLD,188
573,2022-03-16,6,OCEA,634
574,2022-03-16,5,OCEA,747
575,2022-03-16,5,GOLD,330
576,2022-03-16,4,GOLD,562
577,2022-03-16,4,OCEA,548
578,2022-03-16,3,GOLD,712
579,2022-03-16,3,OCEA,282
580,2022-03-16,2,OCEA,277
581,2022-03-16,2,GOLD,943
582,2022-03-16,1,OCEA,114
583,2022-03-16,1,GOLD,1320
584,2022-03-17,15,OCEA,2
585,2022-03-17,14,OCEA,6
586,2022-03-17,13,OCEA,21
587,2022-03-17,12,OCEA,51
588,2022-03-17,11,OCEA,72
589,2022-03-17,10,OCEA,112
590,2022-03-17,10,GOLD,4
591,2022-03-17,9,OCEA,219
592,2022-03-17,9,GOLD,27
593,2022-03-17,8,OCEA,279
594,2022-03-17,8,GOLD,37
595,2022-03-17,7,OCEA,416
596,2022-03-17,7,GOLD,67
597,2022-03-17,6,OCEA,548
598,2022-03-17,6,GOLD,140
599,2022-03-17,5,OCEA,659
600,2022-03-17,5,GOLD,259
601,2022-03-17,4,GOLD,436
602,2022-03-17,4,OCEA,496
603,2022-03-17,3,OCEA,213
604,2022-03-17,3,GOLD,674
605,2022-03-17,2,GOLD,756
606,2022-03-17,2,OCEA,257
607,2022-03-17,1,GOLD,1201
608,2022-03-17,1,OCEA,108
609,2022-03-18,15,OCEA,3
610,2022-03-18,14,OCEA,8
611,2022-03-18,13,OCEA,16
612,2022-03-18,12,OCEA,35
613,2022-03-18,11,OCEA,74
614,2022-03-18,10,GOLD,6
615,2022-03-18,10,OCEA,146
616,2022-03-18,9,OCEA,184
617,2022-03-18,9,GOLD,13
618,2022-03-18,8,OCEA,273
619,2022-03-18,8,GOLD,31
620,2022-03-18,7,GOLD,62
621,2022-03-18,7,OCEA,358
622,2022-03-18,6,GOLD,114
623,2022-03-18,6,OCEA,576
624,2022-03-18,5,GOLD,246
625,2022-03-18,5,OCEA,834
626,2022-03-18,4,OCEA,759
627,2022-03-18,4,GOLD,510
628,2022-03-18,3,GOLD,650
629,2022-03-18,3,OCEA,221
630,2022-03-18,2,OCEA,295
631,2022-03-18,2,GOLD,946
632,2022-03-18,1,GOLD,1604
633,2022-03-18,1,OCEA,223
634,2022-03-19,15,OCEA,2
635,2022-03-19,14,OCEA,3
636,2022-03-19,13,OCEA,14
637,2022-03-19,12,OCEA,32
638,2022-03-19,11,OCEA,58
639,2022-03-19,10,GOLD,4
640,2022-03-19,10,OCEA,97
641,2022-03-19,9,OCEA,147
642,2022-03-19,9,GOLD,12
643,2022-03-19,8,GOLD,17
644,2022-03-19,8,OCEA,180
645,2022-03-19,7,GOLD,48
646,2022-03-19,7,OCEA,311
647,2022-03-19,6,GOLD,113
648,2022-03-19,6,OCEA,481
649,2022-03-19,5,OCEA,739
650,2022-03-19,5,GOLD,179
651,2022-03-19,4,OCEA,695
652,2022-03-19,4,GOLD,416
653,2022-03-19,3,OCEA,189
654,2022-03-19,3,GOLD,591
655,2022-03-19,2,OCEA,265
656,2022-03-19,2,GOLD,878
657,2022-03-19,1,OCEA,233
658,2022-03-19,1,GOLD,1362
659,2022-03-20,15,OCEA,1
660,2022-03-20,13,OCEA,5
661,2022-03-20,12,OCEA,25
662,2022-03-20,11,OCEA,49
663,2022-03-20,10,OCEA,98
664,2022-03-20,9,GOLD,7
665,2022-03-20,9,OCEA,140
666,2022-03-20,8,GOLD,14
667,2022-03-20,8,OCEA,215
668,2022-03-20,7,GOLD,48
669,2022-03-20,7,OCEA,294
670,2022-03-20,6,OCEA,443
671,2022-03-20,6,GOLD,76
672,2022-03-20,5,OCEA,675
673,2022-03-20,5,GOLD,190
674,2022-03-20,4,OCEA,644
675,2022-03-20,4,GOLD,305
676,2022-03-20,3,OCEA,174
677,2022-03-20,3,GOLD,504
678,2022-03-20,2,OCEA,240
679,2022-03-20,2,GOLD,780
680,2022-03-20,1,OCEA,177
681,2022-03-20,1,GOLD,1388
682,2022-03-21,15,OCEA,1
683,2022-03-21,14,OCEA,6
684,2022-03-21,13,OCEA,35
685,2022-03-21,12,OCEA,56
686,2022-03-21,11,OCEA,111
687,2022-03-21,10,GOLD,9
688,2022-03-21,10,OCEA,153
689,2022-03-21,9,GOLD,18
690,2022-03-21,9,OCEA,233
691,2022-03-21,8,GOLD,54
692,2022-03-21,8,OCEA,312
693,2022-03-21,7,OCEA,470
694,2022-03-21,7,GOLD,83
695,2022-03-21,6,OCEA,643
696,2022-03-21,6,GOLD,177
697,2022-03-21,5,OCEA,840
698,2022-03-21,5,GOLD,279
699,2022-03-21,4,GOLD,496
700,2022-03-21,4,OCEA,726
701,2022-03-21,3,GOLD,699
702,2022-03-21,3,OCEA,241
703,2022-03-21,2,OCEA,277
704,2022-03-21,2,GOLD,1000
705,2022-03-21,1,GOLD,1574
706,2022-03-21,1,OCEA,159
707,2022-03-22,14,OCEA,8
708,2022-03-22,13,OCEA,20
709,2022-03-22,12,OCEA,40
710,2022-03-22,11,OCEA,102
711,2022-03-22,11,GOLD,2
712,2022-03-22,10,GOLD,6
713,2022-03-22,10,OCEA,162
714,2022-03-22,9,GOLD,17
715,2022-03-22,9,OCEA,241
716,2022-03-22,8,GOLD,43
717,2022-03-22,8,OCEA,306
718,2022-03-22,7,GOLD,65
719,2022-03-22,7,OCEA,488
720,2022-03-22,6,GOLD,159
721,2022-03-22,6,OCEA,656
722,2022-03-22,5,GOLD,285
723,2022-03-22,5,OCEA,733
724,2022-03-22,4,GOLD,489
725,2022-03-22,4,OCEA,585
726,2022-03-22,3,GOLD,662
727,2022-03-22,3,OCEA,226
728,2022-03-22,2,GOLD,918
729,2022-03-22,2,OCEA,227
730,2022-03-22,1,OCEA,120
731,2022-03-22,1,GOLD,1415
732,2022-03-23,14,OCEA,10
733,2022-03-23,13,OCEA,27
734,2022-03-23,12,OCEA,57
735,2022-03-23,11,GOLD,2
736,2022-03-23,11,OCEA,106
737,2022-03-23,10,OCEA,165
738,2022-03-23,10,GOLD,3
739,2022-03-23,9,OCEA,217
740,2022-03-23,9,GOLD,17
741,2022-03-23,8,OCEA,341
742,2022-03-23,8,GOLD,40
743,2022-03-23,7,GOLD,77
744,2022-03-23,7,OCEA,481
745,2022-03-23,6,OCEA,634
746,2022-03-23,6,GOLD,167
747,2022-03-23,5,OCEA,777
748,2022-03-23,5,GOLD,290
749,2022-03-23,4,OCEA,591
750,2022-03-23,4,GOLD,488
751,2022-03-23,3,OCEA,261
752,2022-03-23,3,GOLD,682
753,2022-03-23,2,GOLD,930
754,2022-03-23,2,OCEA,237
755,2022-03-23,1,OCEA,121
756,2022-03-23,1,GOLD,1282
757,2022-03-24,14,OCEA,4
758,2022-03-24,13,OCEA,37
759,2022-03-24,12,OCEA,53
760,2022-03-24,11,OCEA,96
761,2022-03-24,10,OCEA,161
762,2022-03-24,10,GOLD,4
763,2022-03-24,9,OCEA,241
764,2022-03-24,9,GOLD,22
765,2022-03-24,8,GOLD,43
766,2022-03-24,8,OCEA,298
767,2022-03-24,7,OCEA,449
768,2022-03-24,7,GOLD,67
769,2022-03-24,6,OCEA,607
770,2022-03-24,6,GOLD,160
771,2022-03-24,5,GOLD,274
772,2022-03-24,5,OCEA,782
773,2022-03-24,4,GOLD,433
774,2022-03-24,4,OCEA,738
775,2022-03-24,3,OCEA,257
776,2022-03-24,3,GOLD,619
777,2022-03-24,2,OCEA,238
778,2022-03-24,2,GOLD,819
779,2022-03-24,1,OCEA,116
780,2022-03-24,1,GOLD,1403
781,2022-03-25,14,OCEA,3
782,2022-03-25,13,OCEA,17
783,2022-03-25,12,OCEA,47
784,2022-03-25,11,OCEA,81
785,2022-03-25,10,OCEA,129
786,2022-03-25,10,GOLD,7
787,2022-03-25,9,OCEA,198
788,2022-03-25,9,GOLD,8
789,2022-03-25,8,OCEA,298
790,2022-03-25,8,GOLD,34
791,2022-03-25,7,GOLD,64
792,2022-03-25,7,OCEA,381
793,2022-03-25,6,OCEA,532
794,2022-03-25,6,GOLD,127
795,2022-03-25,5,OCEA,674
796,2022-03-25,5,GOLD,219
797,2022-03-25,4,OCEA,598
798,2022-03-25,4,GOLD,370
799,2022-03-25,3,OCEA,200
800,2022-03-25,3,GOLD,573
801,2022-03-25,2,OCEA,221
802,2022-03-25,2,GOLD,791
803,2022-03-25,1,GOLD,1097
804,2022-03-25,1,OCEA,114
805,2022-03-26,15,OCEA,1
806,2022-03-26,14,OCEA,3
807,2022-03-26,13,OCEA,20
808,2022-03-26,12,OCEA,33
809,2022-03-26,11,OCEA,61
810,2022-03-26,11,GOLD,1
811,2022-03-26,10,OCEA,102
812,2022-03-26,10,GOLD,5
813,2022-03-26,9,GOLD,14
814,2022-03-26,9,OCEA,162
815,2022-03-26,8,GOLD,25
816,2022-03-26,8,OCEA,229
817,2022-03-26,7,GOLD,38
818,2022-03-26,7,OCEA,288
819,2022-03-26,6,GOLD,127
820,2022-03-26,6,OCEA,511
821,2022-03-26,5,GOLD,154
822,2022-03-26,5,OCEA,671
823,2022-03-26,4,OCEA,523
824,2022-03-26,4,GOLD,304
825,2022-03-26,3,GOLD,495
826,2022-03-26,3,OCEA,186
827,2022-03-26,2,OCEA,190
828,2022-03-26,2,GOLD,689
829,2022-03-26,1,OCEA,147
830,2022-03-26,1,GOLD,1094
831,2022-03-27,14,OCEA,5
832,2022-03-27,13,OCEA,10
833,2022-03-27,12,OCEA,28
834,2022-03-27,11,GOLD,1
835,2022-03-27,11,OCEA,77
836,2022-03-27,10,OCEA,124
837,2022-03-27,10,GOLD,2
838,2022-03-27,9,OCEA,171
839,2022-03-27,9,GOLD,10
840,2022-03-27,8,GOLD,28
841,2022-03-27,8,OCEA,223
842,2022-03-27,7,GOLD,53
843,2022-03-27,7,OCEA,408
844,2022-03-27,6,OCEA,538
845,2022-03-27,6,GOLD,113
846,2022-03-27,5,OCEA,900
847,2022-03-27,5,GOLD,190
848,2022-03-27,4,GOLD,415
849,2022-03-27,4,OCEA,818
850,2022-03-27,3,OCEA,190
851,2022-03-27,3,GOLD,617
852,2022-03-27,2,GOLD,906
853,2022-03-27,2,OCEA,289
854,2022-03-27,1,OCEA,254
855,2022-03-27,1,GOLD,1552
856,2022-03-28,15,OCEA,3
857,2022-03-28,14,OCEA,7
858,2022-03-28,13,OCEA,31
859,2022-03-28,12,OCEA,61
860,2022-03-28,11,OCEA,117
861,2022-03-28,11,GOLD,1
862,2022-03-28,10,GOLD,7
863,2022-03-28,10,OCEA,163
864,2022-03-28,9,GOLD,20
865,2022-03-28,9,OCEA,266
866,2022-03-28,8,OCEA,367
867,2022-03-28,8,GOLD,44
868,2022-03-28,7,GOLD,94
869,2022-03-28,7,OCEA,531
870,2022-03-28,6,OCEA,814
871,2022-03-28,6,GOLD,186
872,2022-03-28,5,GOLD,309
873,2022-03-28,5,OCEA,1081
874,2022-03-28,4,OCEA,932
875,2022-03-28,4,GOLD,587
876,2022-03-28,3,GOLD,814
877,2022-03-28,3,OCEA,322
878,2022-03-28,2,OCEA,353
879,2022-03-28,2,GOLD,1063
880,2022-03-28,1,GOLD,1841
881,2022-03-28,1,OCEA,239
882,2022-03-29,15,OCEA,2
883,2022-03-29,14,OCEA,10
884,2022-03-29,13,OCEA,26
885,2022-03-29,12,OCEA,55
886,2022-03-29,11,OCEA,120
887,2022-03-29,11,GOLD,2
888,2022-03-29,10,GOLD,6
889,2022-03-29,10,OCEA,186
890,2022-03-29,9,GOLD,20
891,2022-03-29,9,OCEA,294
892,2022-03-29,8,OCEA,361
893,2022-03-29,8,GOLD,46
894,2022-03-29,7,OCEA,586
895,2022-03-29,7,GOLD,90
896,2022-03-29,6,GOLD,210
897,2022-03-29,6,OCEA,749
898,2022-03-29,5,OCEA,975
899,2022-03-29,5,GOLD,306
900,2022-03-29,4,GOLD,542
901,2022-03-29,4,OCEA,869
902,2022-03-29,3,GOLD,775
903,2022-03-29,3,OCEA,255
904,2022-03-29,2,GOLD,1093
905,2022-03-29,2,OCEA,290
906,2022-03-29,1,GOLD,1615
907,2022-03-29,1,OCEA,199
908,2022-03-30,16,OCEA,1
909,2022-03-30,15,OCEA,1
910,2022-03-30,14,OCEA,7
911,2022-03-30,13,OCEA,28
912,2022-03-30,12,OCEA,51
913,2022-03-30,11,OCEA,113
914,2022-03-30,11,GOLD,2
915,2022-03-30,10,GOLD,9
916,2022-03-30,10,OCEA,192
917,2022-03-30,9,GOLD,26
918,2022-03-30,9,OCEA,266
919,2022-03-30,8,OCEA,349
920,2022-03-30,8,GOLD,39
921,2022-03-30,7,OCEA,531
922,2022-03-30,7,GOLD,84
923,2022-03-30,6,OCEA,685
924,2022-03-30,6,GOLD,174
925,2022-03-30,5,OCEA,949
926,2022-03-30,5,GOLD,314
927,2022-03-30,4,GOLD,571
928,2022-03-30,4,OCEA,960
929,2022-03-30,3,GOLD,809
930,2022-03-30,3,OCEA,450
931,2022-03-30,2,OCEA,341
932,2022-03-30,2,GOLD,1153
933,2022-03-30,1,GOLD,1705
934,2022-03-30,1,OCEA,251
935,2022-03-31,13,OCEA,9
936,2022-03-31,12,OCEA,17
937,2022-03-31,11,OCEA,56
938,2022-03-31,10,GOLD,8
939,2022-03-31,10,OCEA,122
940,2022-03-31,9,OCEA,155
941,2022-03-31,9,GOLD,19
942,2022-03-31,8,OCEA,249
943,2022-03-31,8,GOLD,32
944,2022-03-31,7,GOLD,91
945,2022-03-31,7,OCEA,312
946,2022-03-31,6,GOLD,141
947,2022-03-31,6,OCEA,487
948,2022-03-31,5,GOLD,249
949,2022-03-31,5,OCEA,706
950,2022-03-31,4,GOLD,532
951,2022-03-31,4,OCEA,928
952,2022-03-31,3,GOLD,695
953,2022-03-31,3,OCEA,918
954,2022-03-31,2,OCEA,316
955,2022-03-31,2,GOLD,998
956,2022-03-31,1,OCEA,267
957,2022-03-31,1,GOLD,1550
958,2022-04-01,10,GOLD,2
959,2022-04-01,9,GOLD,8
960,2022-04-01,8,GOLD,30
961,2022-04-01,7,GOLD,60
962,2022-04-01,6,GOLD,121
963,2022-04-01,5,GOLD,196
964,2022-04-01,4,GOLD,417
965,2022-04-01,3,GOLD,661
966,2022-04-01,2,GOLD,837
967,2022-04-01,1,GOLD,1363
968,2022-04-02,13,OCEA,4
969,2022-04-02,12,OCEA,10
970,2022-04-02,11,OCEA,30
971,2022-04-02,10,OCEA,68
972,2022-04-02,9,OCEA,104
973,2022-04-02,8,OCEA,159
974,2022-04-02,7,OCEA,221
975,2022-04-02,6,OCEA,339
976,2022-04-02,5,OCEA,555
977,2022-04-02,4,OCEA,800
978,2022-04-02,3,OCEA,703
979,2022-04-02,2,OCEA,226
980,2022-04-02,1,OCEA,163
981,2022-04-03,10,GOLD,3
982,2022-04-03,9,GOLD,10
983,2022-04-03,8,GOLD,30
984,2022-04-03,7,GOLD,50
985,2022-04-03,6,GOLD,110
986,2022-04-03,5,GOLD,188
987,2022-04-03,4,GOLD,411
988,2022-04-03,3,GOLD,573
989,2022-04-03,2,GOLD,793
990,2022-04-03,1,GOLD,1181
991,2022-04-04,13,OCEA,6
992,2022-04-04,12,OCEA,28
993,2022-04-04,11,OCEA,60
994,2022-04-04,11,GOLD,2
995,2022-04-04,10,GOLD,5
996,2022-04-04,10,OCEA,93
997,2022-04-04,9,GOLD,12
998,2022-04-04,9,OCEA,190
999,2022-04-04,8,GOLD,42
1000,2022-04-04,8,OCEA,264
1001,2022-04-04,7,OCEA,343
1002,2022-04-04,7,GOLD,104
1003,2022-04-04,6,GOLD,158
1004,2022-04-04,6,OCEA,470
1005,2022-04-04,5,GOLD,287
1006,2022-04-04,5,OCEA,711
1007,2022-04-04,4,GOLD,481
1008,2022-04-04,4,OCEA,945
1009,2022-04-04,3,OCEA,834
1010,2022-04-04,3,GOLD,684
1011,2022-04-04,2,OCEA,292
1012,2022-04-04,2,GOLD,950
1013,2022-04-04,1,OCEA,203
1014,2022-04-04,1,GOLD,1462
